ASPECT,CaSLOP,CHNL_BASE,CHNL_DIST,DEM30f,DEVMEAN,FLOW,HCURV,LSFACTOR,MCA,MRVBF,NegOpen,PosOpen,RSP,SLOPE,surface_area,TWI,VALLEY_DEPTH,VCURV,sentinel2.1,sentinel2.2,sentinel2.3,sentinel2.4,sentinel2.5,sentinel2.6,sentinel2.7,sentinel2.8,sentinel2.9,sentinel2.10,NDVI.S,EVI.S,TVI.S,SAVI.S,LSWI.S,BrightnessIndex.S,ClayIndex.S,SalinityIndex.S,CarbonateIndex.S,GypsumIndex.S,landsat8.1,landsat8.2,landsat8.3,landsat8.4,landsat8.5,landsat8.6,NDVI.L,EVI.L,SAVI.L,NDMI.L,COSRI.L,BrightnessIndex.L,ClayIndex.L,SalinityIndex.L,CarbonateIndex.L,GypsumIndex.L,MODISdaytemp,MODISnighttemp,modisrednir.1,modisrednir.2,NDVI.M,SAVI.M,BrightnessIndex.M,Climatetempprec.1,Climatetempprec.2,Clay
4.84986496,0.04363589,1808.41272,2.749755859,1811.162476,0.352344662,2103.598389,0.000418964,0.445033997,68806.92969,0.334361881,1.523011327,1.563655376,0.11736846,0.054355834,901.3311768,6.869740486,20.56481934,0.000155038,1714.352905,1934.5,2446.800049,2673,3086.45459,3372.285645,3277.5,3535.666748,3443.363525,2748.75,0.145118177,0.407233596,80.31925201,0.072552755,-0.024678918,1714.765137,0.792637467,-0.166411147,1.427244067,0.138945565,0.165410593,0.197712705,0.252072036,0.340545118,0.337956637,0.277930021,0.149292141,-0.570643723,0.121460311,0.003814995,-0.008137549,-0.052430667,1.21597743,-0.164369345,1.274940968,-0.003814995,14177,13224,2588,3256,0.114305273,0.171443239,-3903792,112,412,8.5
4.653337479,0.017682292,1841.921997,2.459594727,1844.381592,0.740842044,1693.075195,0.000400412,0.103228979,127452.2891,0.162870541,1.512834668,1.578268409,0.311689317,0.018992413,900.1623535,8.02692318,5.809326172,-9.79E-06,1527.416626,1721.666626,2015.388916,2383.714355,2989.869629,3283.5,3207.833252,3503.115479,3120.588135,2280,0.228296712,0.775615633,85.34030151,0.114137426,0.013786234,1535.347534,0.725967526,-0.251822919,1.319475532,0.190153465,0.154876515,0.175664604,0.210177064,0.36129868,0.299305618,0.233733177,0.264440984,-0.7006585,0.21156095,0.093842961,-0.009619346,-0.08636234,1.280544043,-0.281437516,1.196467876,-0.093842961,14150,13290,2385,3047,0.121870399,0.182788774,-3595984,109,406,5.7
3.108510017,0.026892321,1813.156738,2.056152344,1815.212891,0.319991231,2909.903564,0.000105815,0.298964292,84278.09375,0.596305609,1.456359863,1.620618224,0.199625492,0.036090098,900.5864258,7.431938648,10.07623291,0.000301899,1618.136353,1838.900024,2332.657959,2521.800049,2835.526367,3037.121094,2961.428467,3162.975098,3207.75,2663,0.118768491,0.326101959,78.66184235,0.059378639,-0.039927751,1603.866699,0.830325782,-0.13729921,1.44157064,0.112788104,0.158415943,0.18325074,0.231965497,0.332334012,0.31827125,0.262640923,0.177863911,-0.54078728,0.14145714,0.021614892,-0.007827783,-0.056637902,1.211811304,-0.194669291,1.265836596,-0.021614892,14185,13312.5,2458,2979,0.095824905,0.143724144,-2832677,111,412,5.7
3.634092093,0.009361418,1795.854126,11.81286621,1807.666992,1.035533905,1466.255371,0.000182491,0.04379582,124944.5547,0.26309219,1.514022231,1.579933286,0.999803722,0.009650946,900.0419312,8.57621479,0.640930176,0.000238788,1936.25,2286.863525,3021.833252,3219.375,3538.761963,3801.375,3691,3956.5,4139.833496,3318.899902,0.099684685,0.229194134,77.43930817,0.049838629,-0.057316165,2023.816406,0.846897483,-0.118915394,1.560662746,0.102722667,0.189630553,0.23269704,0.305496722,0.416117579,0.403555691,0.318984866,0.153296381,-1.597355604,0.135829523,0.015325481,-0.009148844,-0.079825595,1.265124917,-0.170496866,1.312851787,-0.015325481,14153,13285,3059,3736,0.099632084,0.149437129,-4600215,112,413,7.7
1.100577593,0.023509283,1799.3125,1.862426758,1801.08667,-0.273410887,8013.726563,8.28E-05,0.067118801,104338.1484,4.293301105,1.524469852,1.570971012,0.424844056,0.00927685,900.1308594,7.664470673,2.68737793,-0.000338082,1807.526367,2126.846191,2737.777832,2862.375,3148.666748,3374.111084,3282.600098,3508.600098,3822.899902,3158.75,0.090496354,0.221406952,76.84375763,0.045244418,-0.076039687,1837.831909,0.848334551,-0.107035108,1.514654398,0.101432666,0.173275381,0.209033579,0.263788372,0.331767231,0.369127333,0.314469993,0.114143595,-0.441343337,0.093074501,-0.053303454,-0.006853381,-0.040485192,1.173807859,-0.125700369,1.261942625,0.053303454,14190,13231,2734,3382,0.1059516,0.158914417,-3963168,111,413,11
3.220113754,0.016895693,1813.482544,3.574584961,1817.057129,0.490023077,2283.460938,-1.57E-05,0.127521008,109307.2656,2.392594576,1.521433592,1.574764848,0.801428616,0.020513218,900.1893921,7.991474628,0.888122559,9.06E-05,1793.321411,1966.400024,2443,2611.5,2860,3044.357178,2977.416748,3195.297607,3649.25,3058.5,0.09859328,0.319283009,77.36881256,0.049292095,-0.101383299,1668.873657,0.857816577,-0.112019703,1.362276673,0.100536935,0.181565806,0.205475152,0.255064726,0.345144004,0.363829285,0.306163251,0.150079921,-0.463169515,0.122812077,-0.02635541,-0.005978441,-0.054066367,1.188350558,-0.163596332,1.241340995,0.02635541,14202,13342,2878,3513,0.099358469,0.149026051,-4058285,111,414,14.5
6.009330273,0.012975598,1824.37085,0.468139648,1824.838989,-0.527872205,2880.710449,-4.59E-05,0.066148251,213726.9219,2.983607054,1.515342236,1.573398113,0.145861864,0.01194566,900.064209,8.562880516,2.745910645,-0.000118251,1550,1749.153809,2175.416748,2405.75,2984,3352,3341.54541,3572.300049,3118.142822,2193,0.211371541,0.611429155,84.3428421,0.105676197,0.034584112,1606.921997,0.717705846,-0.238396794,1.403494596,0.195138887,0.150769994,0.171875075,0.21127516,0.359691769,0.29685998,0.23705627,0.259939075,-0.737023771,0.207872823,0.095699675,-0.009608324,-0.084740974,1.252276421,-0.279205918,1.229236722,-0.095699675,14168,13204,2607,3259,0.111148991,0.166709289,-3824632,110,414,9.7
5.062574387,0.012337257,1838.331055,3.74230957,1842.073364,0.646778405,1500.441772,0.000108957,0.067381211,64685.97266,0.100112781,1.509353399,1.578773379,0.976897597,0.013395656,900.0807495,8.009640694,0.088500977,0.000201102,1591.777832,1847,2414.888916,2612.09082,2828.285645,3059,2988,3142,3474,2896.571533,0.106074937,0.258717537,77.85081482,0.053032562,-0.075208917,1629.961426,0.853903532,-0.125139505,1.517101765,0.092092581,0.149705574,0.170026258,0.22091724,0.290831059,0.320387125,0.272284836,0.136617586,-0.345112115,0.103652984,-0.048356,-0.00542486,-0.035778277,1.176661611,-0.151703835,1.299312472,0.048356,14188,13237,2539,3520,0.161907911,0.242841825,-5943879,110,414,9
1.847790837,0.028254058,1844.246338,3.584960938,1847.831299,0.493609548,1427.306519,0.00031968,0.218670234,74673.32813,0.099721164,1.494016767,1.577052593,0.9442783,0.033391841,900.5020142,7.324957848,0.208557129,0.000459128,1648.625,1873.857178,2550.333252,2726.772705,3121.54541,3402.777832,3352.666748,3637,3441,2542,0.135919586,0.318944186,79.74456787,0.067954041,-0.013002306,1736.502075,0.801337302,-0.160425231,1.546945691,0.143032655,0.166720614,0.199745417,0.257964492,0.375905693,0.365851402,0.276313812,0.186065227,-0.902486086,0.156024739,0.013554694,-0.009694047,-0.074759409,1.324043155,-0.204883128,1.291466355,-0.013554694,14160,13245,2726,3444,0.116369531,0.174540147,-4430060,109,414,5.7
2.330633879,0.02148141,1841.119873,0,1841.119873,-0.768336892,98262.59375,-0.000476765,0.220660761,151050.0156,2.471585274,1.495508552,1.567756295,0,0.015759528,900.1117554,7.933195114,7.257751465,-0.000320218,1550.578979,1808.785767,2351.75,2549.571533,3023.199951,3257.75,3179.333252,3409.666748,3311.285645,2488.25,0.149624094,0.365573198,80.59925842,0.074805282,-0.020329706,1639.260742,0.782617271,-0.174968004,1.516691566,0.144329727,0.150423214,0.173796475,0.22191231,0.355255276,0.31526345,0.243206188,0.231029898,-0.755150557,0.185685545,0.059643116,-0.0093559,-0.076961242,1.296280503,-0.252041429,1.276851654,-0.059643116,14191,13257,2523,3165,0.112869196,0.169288918,-3651696,109,415,8.7
6.157937527,0.013799407,1810.783325,0,1810.606934,-0.996160507,307910.0313,-0.000230168,0.051198594,255289.0156,3.390812635,1.529811382,1.567305684,0,0.003957575,900.052063,8.597269058,4.846862793,-0.000184871,1426.333374,1457.599976,1474.449951,1756.125,2913,3216.5,3264.399902,3505,2545.833252,1652,0.37771821,3.167828798,93.68661499,0.188839182,0.123672597,1316.984497,0.545973897,-0.38159278,1.03373456,0.332414657,0.131499603,0.142079189,0.15171361,0.433840394,0.234484807,0.145935595,0.481811732,-1.098410726,0.38983798,0.298291296,-0.008705206,-0.165200472,1.606769085,-0.48987183,1.067810178,-0.298291296,14096.5,13245,2279,3095,0.151842207,0.227742121,-4385184,111,414,16.7
4.30611515,0.016474949,1828.135498,2.224853516,1830.360352,-0.287024289,2815.485352,-4.39E-06,0.056582648,288618.4063,2.560325146,1.520117164,1.563343406,0.402282238,0.01063059,900.1801758,8.499780655,6.002929688,-0.0001562,1326.971436,1427.166626,1711,1835.099976,2094.888916,2218.692383,2190.6875,2322.363525,2710.666748,2195.5,0.122943595,0.479035676,78.92677307,0.061463922,-0.106088877,1202.608765,0.82710886,-0.136365548,1.289402246,0.11720214,0.130625352,0.142940074,0.170369461,0.229819342,0.258872986,0.216189966,0.148554578,-0.204251885,0.099062353,-0.059451811,-0.004571363,-0.023791177,1.197432995,-0.159485921,1.191894293,0.059451811,14163,13302,2185,2899,0.140440598,0.210640177,-3629976,111,417,11.3
3.085595608,0.020182859,1810.063354,0.166625977,1810.22998,-0.860404551,6119.911133,-0.000172731,0.082873255,126718.9922,4.102263451,1.526890278,1.565913916,0.036120187,0.011995359,900.1243896,7.902925968,4.177490234,-0.000252888,1771.599976,2024,2601.199951,2802.833252,3150.636475,3405.333252,3407.923096,3631.285645,3718.166748,2935,0.134249717,0.352150232,79.6397934,0.067119271,-0.043536302,1800.087891,0.823071659,-0.155752391,1.468277216,0.12875925,0.18138364,0.220637843,0.277353883,0.36964348,0.40135017,0.325907409,0.14264293,-0.706419349,0.120692864,-0.041124452,-0.008654339,-0.059711125,1.231485248,-0.156348497,1.257054925,0.041124452,14094,13297,2343,2869,0.100920953,0.151366904,-2741512,111,414,5.2
0.917771101,0.030049346,1827.390869,0,1827.390869,-0.857407987,943600.125,-0.000449435,0.229833812,206679.3125,2.561616421,1.516125679,1.558175802,0,0.012773729,900.0976563,7.775821686,15.1505127,-0.00033073,1455.555542,1650.375,2120.555664,2252.857178,2574.25,2800.399902,2761.428467,2901,2767.272705,2098,0.131273061,0.350809962,79.45269775,0.06562981,-0.001057058,1464.539185,0.804476917,-0.151974261,1.456870198,0.125758797,0.146447077,0.166936144,0.20973888,0.303871274,0.272040635,0.214408785,0.183275953,-0.43901059,0.139302656,0.055269979,-0.007311291,-0.048347354,1.268794298,-0.199938208,1.256401896,-0.055269979,14186,13312,2191,2660,0.096681096,0.145006701,-2275119,111,417,16.3
5.177435875,0.009665189,1799.868164,0.134033203,1800.002197,-0.721631587,4996.311523,-6.86E-05,0.054642715,98308.39063,4.973864079,1.535126209,1.573360085,0.010947595,0.009753382,900.050415,8.429348946,10.69659424,-0.000141106,2263.199951,2616.199951,3247.625,3445.166748,3760.54541,3987.25,3859.166748,4145.333496,4463.166504,3973.333252,0.086050317,0.240011647,76.55392456,0.04302213,-0.0725758,2201.001465,0.864045799,-0.099886484,1.434970379,0.092242494,0.197294682,0.235744447,0.287053257,0.385177076,0.406142533,0.34967643,0.145967558,-0.659056008,0.125560418,-0.026494298,-0.008348951,-0.065961808,1.161481023,-0.158029348,1.217645884,0.026494298,14213,13266,2826,3542,0.112437189,0.168642536,-4559488,112,413,15.3
5.050677776,0.018116739,1809.516113,1.115478516,1810.631592,-0.050025713,4209.810059,4.31E-05,0.058345456,134957.8281,3.654234171,1.530056596,1.573500156,0.055025984,0.010231221,900.0471191,8.033411026,18.9911499,-7.29E-05,1430.5,1543,1872.75,2081,2814.833252,3321.166748,3273.333252,3608.375,2637.800049,2030.833374,0.272164911,0.926291287,87.87291718,0.136069238,0.107514635,1458.679565,0.626587033,-0.297753602,1.30915761,0.268460959,0.139084324,0.152421907,0.186026871,0.400140285,0.267276585,0.196440637,0.365277052,-1.016044259,0.295691252,0.199071541,-0.008311474,-0.125506252,1.360597253,-0.387491971,1.220473289,-0.199071541,14164,13242,2303,3060,0.141152337,0.211708769,-4059791,111,410,8
2.618917227,0.016257908,1837.949341,1.344848633,1839.294189,0.235923871,1544.462769,-0.000136785,0.073829114,174051.6875,0.738010585,1.517782331,1.571861267,0.05699674,0.014727899,900.0975952,8.258890152,22.24597168,0.000330199,1234.285767,1289.888916,1289,1707.444458,3156.333252,3556,3539.5,3868.75,2509,1491,0.466086775,2.791688919,98.289711,0.233019263,0.170372814,1247.620605,0.480158716,-0.471428782,1.04432869,0.387595087,0.111958213,0.118964292,0.107602254,0.495710909,0.225572005,0.121957317,0.643295527,-1.389353037,0.52764982,0.374525577,-0.007470381,-0.234151065,1.849597931,-0.631404459,0.904492021,-0.374525577,14151,13303,2263,3199,0.171365798,0.257025182,-5112432,110,407,7.7
1.352889895,0.002315078,1825.648193,3.666259766,1829.314453,1.024515152,900,0.000503368,0.005405501,123304.2656,0.005096804,1.518827796,1.577161074,0.233093649,0.002315078,900.0024414,9.575912476,12.15655518,0.000437658,1610.444458,1812.199951,2245,2415.214355,2774.199951,2982.769287,2889.444336,3128.399902,3209.833252,2704.5,0.125513956,0.376418054,79.08943939,0.062750868,-0.052528989,1562.919678,0.809722126,-0.143213406,1.394025087,0.12864995,0.154218152,0.173496917,0.20862487,0.295456737,0.302423626,0.26153934,0.172257558,-0.356201053,0.129718348,-0.011652648,-0.006588046,-0.043770347,1.156321764,-0.185160875,1.202470183,0.011652648,14137,13297,2367,3015,0.120401338,0.180585235,-3487536,110,407,5.5
0.740741551,0.007879475,1838.828003,2.667480469,1841.495483,0.915799677,2386.184326,0.000220318,0.053332493,146065.6719,2.885835171,1.506797791,1.575649261,0.135521322,0.010054077,900.0454712,8.797527313,19.10510254,0.000387863,1800.181763,2071.800049,2624.5,2859.800049,3233.06665,3565.772949,3535.5,3830.333252,3600.5,2807.666748,0.147889614,0.394021839,80.49159241,0.073938802,-0.009108745,1841.960571,0.802014053,-0.170737311,1.457908273,0.145069361,0.17625761,0.209286794,0.265719205,0.384581149,0.345965296,0.274401456,0.182780072,-0.866250515,0.154996842,0.052858859,-0.00928352,-0.077295966,1.260799766,-0.200148776,1.269641519,-0.052858859,14164,13240,2797,3591,0.124295555,0.186428741,-5072072,109,406,15
2.063102245,0.025913004,1847.069336,1.622680664,1848.692017,-0.085142381,5486.26709,-0.000271927,0.320974529,73659.80469,1.730890155,1.440353155,1.620181322,0.072330162,0.03646775,900.5987549,7.399419785,23.24133301,1.72E-05,1654.550049,1895.857178,2449.625,2669.5,3007.934326,3246.888916,3158.800049,3408.555664,3288.5,2690.666748,0.126448154,0.325523168,79.14847565,0.063218445,-0.020116948,1683.162964,0.822171628,-0.147335023,1.480538487,0.121594079,0.162611976,0.189457148,0.240360484,0.330140203,0.315241724,0.272883296,0.157370046,-0.501801848,0.12580055,0.023084749,-0.00740512,-0.051219393,1.155225396,-0.1727871,1.268679976,-0.023084749,14227,13296,2869,3499,0.098932162,0.148386598,-4011840,109,405,4.7
4.121465206,0.015930839,1827.230469,0.944213867,1828.174683,-0.32970348,19299.2168,8.22E-06,0.119732901,151037.3906,2.890894413,1.41890502,1.633127809,0.059337508,0.014485558,900.0944214,8.206315994,14.45941162,-0.000187253,1228.766724,1260.714233,1163.875,1553.909058,3535,4077.399902,4046.875,4323.5,2348.399902,1319.166626,0.553279281,3.974632978,102.6293945,0.276613086,0.2655828,1254.935913,0.38110292,-0.546473801,0.947189569,0.471226513,0.115445659,0.116162106,0.103177458,0.470826775,0.212069467,0.112985022,0.640499294,-1.184512138,0.513474703,0.378911614,-0.000799444,-0.211032271,1.876969695,-0.626330972,0.888219595,-0.378911614,14190,13313,2452,3322,0.150675446,0.225993589,-5023380,110,409,4.7
3.811283827,0.016074276,1793.694458,6.001586914,1799.696045,0.400688052,4118.624023,0.000320149,0.057806753,82730.79688,1.572540164,1.421171546,1.633581161,0.427599818,0.010192758,900.0467529,7.897264481,11.81781006,-0.000129449,1712.666626,1904.714233,2348.736816,2578.833252,3086.333252,3344.199951,3316.5,3536.833252,3333.5,2628.125,0.170824841,0.530232251,81.90390015,0.08540488,-0.002556391,1689.491211,0.771136105,-0.192430124,1.371391654,0.156646863,0.166256204,0.193145737,0.245785236,0.367634237,0.333006561,0.258605242,0.198638946,-0.752942801,0.164155111,0.049422864,-0.008707432,-0.074744552,1.287702322,-0.217284858,1.272537708,-0.049422864,14134,13345,2597,3234,0.109243698,0.1638515,-3714347,112,413,3.2
1.884575248,0.034469381,1821.098267,2.767211914,1823.865479,-0.146695793,2741.276855,2.35E-05,0.205260023,83045.05469,1.756499648,1.494817972,1.570825458,0.424223155,0.027756326,900.3468018,7.189662457,3.371520996,-0.000204475,1740.840942,2067.04541,2781.71875,2932.125,3182.550049,3376.5625,3282.666748,3521.708252,3791.875,3082.333252,0.082604893,0.181091547,76.32855988,0.041299041,-0.071977571,1830.582764,0.868375778,-0.099720746,1.597916722,0.091353975,0.170205042,0.204034656,0.267255425,0.343646407,0.363921463,0.301046997,0.125046253,-0.579846144,0.103147253,-0.028654575,-0.006924625,-0.04666739,1.208852649,-0.139480785,1.309853077,0.028654575,14191.5,13223,3108,3796,0.099652372,0.149467736,-4749952,110,413,12.8
5.738876343,0.01290074,1818.163086,1.351806641,1819.514893,0.350522071,1723.552979,0.00010408,0.08702971,94840.625,3.070208549,1.526563406,1.567579508,0.611654222,0.015965801,900.1147461,8.161728859,1.488525391,6.11E-05,1176,1190.363647,1098,1490,2698.666748,3058.833252,3082,3314,2323,1434,0.474641144,5.842167377,98.7239151,0.237292185,0.140425533,1095.559448,0.487113833,-0.465946466,0.933673441,0.379683584,0.1269449,0.13495943,0.143615127,0.377210379,0.259141475,0.178789094,0.448509634,-0.818844497,0.343244642,0.185540289,-0.006901724,-0.121662363,1.449425459,-0.456089467,1.064135551,-0.185540289,14191,13294,1715,2209,0.125891954,0.188813865,-1938456,111,416,7.7
5.969813824,0.013301116,1808.073853,0.541870117,1808.615723,-0.792044222,3164.071289,-2.30E-05,0.072178058,72276.57031,3.625858307,1.533061147,1.569739103,0.175983191,0.012591756,900.0713501,7.998906136,4.006591797,-0.000243093,1402.400024,1455.166626,1581,1859.5,2840.666748,3178.5,3146.5,3436.666748,2634.666748,1947.25,0.331147552,1.851786137,91.16728973,0.165556267,0.088534608,1331.552368,0.585024357,-0.344149143,1.127353072,0.297794014,0.14684099,0.159364924,0.181147516,0.32701835,0.269468665,0.201577917,0.287053585,-0.530513525,0.217033982,0.096481033,-0.007074541,-0.074126579,1.336796522,-0.299909234,1.136683702,-0.096481033,13998,13256,2091,2933,0.167595536,0.251368284,-4230208,112,414,10.7
4.702529907,0.009162626,1796.986938,0.818725586,1797.52002,-0.553861916,3791.615234,-2.73E-06,0.004697207,162576.5938,4.986254215,1.531633377,1.573755383,0.127116799,0.001444568,900.0894165,8.725915909,6.001342773,-2.09E-05,1877.846191,2064.100098,2420.714355,2545.100098,2766,2932.25,2861.600098,3020.600098,3238.600098,2629,0.083464496,0.33389914,76.38484955,0.041728299,-0.061801251,1672.395386,0.867968261,-0.093024731,1.289090872,0.085433997,0.181112975,0.20084852,0.240439713,0.310602635,0.320935071,0.260745823,0.127327636,-0.289878458,0.100133345,-0.016360758,-0.004560231,-0.038662743,1.230834961,-0.137184009,1.197119713,0.016360758,14234,13272,2738,3466,0.117343649,0.176001295,-4516512,112,413,24.3
5.374031544,0.014292454,1793.316895,0.186523438,1793.503418,-0.788742006,78039.5,-0.000404282,0.151098698,134665.125,4.979632378,1.5215168,1.573891521,0.015976578,0.013098737,900.0772095,8.246235847,12.3324585,-8.05E-05,2200.19043,2489.178467,3134.669189,3277.45459,3505.375,3690.428467,3594.117676,3850.769287,4143.555664,3377.333252,0.068281032,0.19469136,75.38441467,0.034137983,-0.071008153,2089.400635,0.888095915,-0.07929308,1.424726248,0.080428831,0.216788128,0.251709133,0.314377815,0.396464854,0.420185089,0.350511193,0.115478493,-0.597989619,0.101689972,-0.029045779,-0.005673021,-0.058350969,1.198777914,-0.126643524,1.248972654,0.029045779,14143,13334,3034,3866,0.120579712,0.180856466,-5740800,112,413,4.7
2.45979929,0.020870127,1807.354858,2.578491211,1809.93335,0.89288795,1946.480347,0.00011164,0.172802597,85270.67188,0.274009675,1.514175177,1.574800253,0.221841797,0.027341114,900.3364868,7.673984528,10.78625488,0.000216594,1711.285767,1936.25,2452.75,2721.875,3163.103516,3407.899902,3352.729248,3571.666748,3399.25,2693.666748,0.155022368,0.429905564,80.93344879,0.077504516,-0.006889955,1730.062866,0.798695683,-0.177720487,1.433279037,0.135025993,0.161462396,0.189523712,0.241997808,0.347795397,0.335766286,0.276125133,0.179380819,-0.643246949,0.145620644,0.017597698,-0.008534621,-0.062398698,1.215993166,-0.196898982,1.276873469,-0.017597698,14154,13300,2837,3620,0.121263742,0.181881532,-5055831,111,412,7.3
4.259946823,0.03342361,1862.213501,0,1862.213501,-0.795206547,15092.57324,-0.000394461,0.56702143,137221.875,1.264219999,1.502977371,1.563575745,0,0.048357945,901.0533447,7.470097542,36.01568604,-0.00041473,1605.099976,1823,2262.600098,2518.375,3094.888916,3416.714355,3349.5,3600,3046.166748,2361.5,0.193670824,0.55614686,83.28690338,0.096826784,0.047427945,1650.901855,0.73707509,-0.2193719,1.409631848,0.176783055,0.161947295,0.192659989,0.245879978,0.357082695,0.319434077,0.255193204,0.184427202,-0.727305412,0.151232749,0.055650681,-0.009394041,-0.06705109,1.251734257,-0.202281401,1.276237845,-0.055650681,14164,13312,2592,3334,0.125210941,0.187800556,-4397092,108,405,6.7
3.726998329,0.025113203,1875.38147,1.41418457,1876.795654,-0.077155948,9998.766602,0.00020853,0.373240381,127170.6406,0.221736521,1.430798054,1.613830686,0.0294166,0.038440712,900.6653442,7.701814175,46.75540161,0.000143033,1623.083374,1801.928589,2351,2543.150879,2840.333252,3032.285645,2935,3112.399902,3030.666748,2602.399902,0.110480517,0.299987167,78.133255,0.055235032,-0.016036207,1592.728149,0.838690996,-0.128124028,1.448477745,0.100653186,0.165482283,0.188922897,0.239731565,0.341594428,0.301883161,0.251128674,0.175225019,-0.552241981,0.141302705,0.06171352,-0.00706554,-0.059215531,1.202105522,-0.192006662,1.268938661,-0.06171352,14177,13331,2469,2987,0.094941348,0.142398968,-2826208,107,404,18.5
4.394057274,0.007338799,1807.713379,3.150268555,1810.863647,1.467869163,900,0.000418417,0.024221921,91012.27344,1.507991433,1.52126205,1.568298101,0.327008247,0.007338799,900.024231,8.618814468,6.605651855,0.000503078,1552.772705,1774,2285.699951,2444.307617,2701.25,2923.625,2800.833252,3050.666748,3176.5,2563.399902,0.101273954,0.264537871,77.54185486,0.050632,-0.062848538,1545.067993,0.836053789,-0.118323371,1.472011924,0.110347919,0.154114768,0.176969543,0.228529707,0.314506531,0.311154246,0.253392547,0.158326134,-0.457152367,0.123644061,0.005357991,-0.006663474,-0.046688531,1.227953434,-0.174935937,1.291350484,-0.005357991,14109.5,13279,2252,2788,0.106349207,0.15950799,-2701440,112,412,17.8
1.321599722,0.027419331,1805.695068,0.149536133,1805.844604,-0.690048456,2976.506836,0.000163821,0.141105428,155909.0781,4.713549137,1.512440801,1.558353424,0.023981519,0.021288415,900.34729,7.721268654,4.279541016,-0.000385989,1742.291626,1968.142822,2496.541748,2641.166748,2921.666748,3185,3122.285645,3404.5,3721,3022,0.111365594,0.310799092,78.18987274,0.055677842,-0.087489299,1707.959473,0.829251707,-0.128632769,1.432906866,0.126261234,0.177429989,0.205123156,0.252646446,0.348840237,0.375574917,0.30749917,0.159926713,-0.516054451,0.130996302,-0.036905192,-0.007363217,-0.057859283,1.221385121,-0.17364648,1.231681705,0.036905192,14048,13276,2140,2667,0.109631784,0.164430574,-2533289,112,413,16.7
0.139879659,0.018225808,1803.018921,1.051757813,1804.070679,0.535604358,1853.36499,0.000302284,0.109044366,109173.7344,4.981807709,1.530825853,1.566092253,0.206596404,0.019536501,900.1717529,7.921922684,5.162597656,-3.78E-05,1689.375,1941.5,2514,2727.800049,3079.666748,3364,3338.75,3606,3655.333252,2810,0.14091666,0.358497322,80.05727386,0.07045231,-0.045264449,1743.777466,0.810879886,-0.164027348,1.488124251,0.138652936,0.162594914,0.192606106,0.251442313,0.360355854,0.37370187,0.26632309,0.178022012,-0.776950181,0.146942422,-0.018181155,-0.008732704,-0.066633105,1.403189898,-0.196963891,1.305474281,0.018181155,14073,13251,2022,2669,0.137923688,0.206863478,-3035077,112,413,12.7
5.653327942,0.015768612,1815.751221,1.815185547,1817.52478,0.629413605,3386.880371,0.000343155,0.088202916,111116.7031,3.495916128,1.489024162,1.56052494,0.538563251,0.013390339,900.0906982,8.062064171,1.60723877,3.96E-05,1646.599976,1868,2409.333252,2671.166748,3116.5,3469.600098,3438.199951,3695.199951,3308.714355,2532.666748,0.175948828,0.463980138,82.21611023,0.087966897,0.019191843,1715.60437,0.769877434,-0.202341616,1.463217139,0.16085051,0.169572696,0.201820984,0.259908378,0.353152126,0.349842489,0.274550587,0.152095512,-0.648981154,0.125658602,0.004707913,-0.008000548,-0.057164058,1.274236917,-0.168014899,1.287816405,-0.004707913,14083,13253,2252,2802,0.108824693,0.163220897,-2779700,111,415,7.3
1.372839808,0.027618507,1831.270996,0.46081543,1831.731812,-0.63352114,7242.975586,-0.000131281,0.237941265,293150.6875,2.509067774,1.487342,1.558655024,0.020830115,0.026311526,900.3116455,8.030165672,24.52416992,-0.000275349,1176.142822,1223,1373.5625,1575,2617,3068.75,3058.666748,3350,2262.199951,1560.833374,0.380193383,1.700085163,93.81861877,0.190075248,0.149687394,1193.419312,0.513238311,-0.39791736,1.167853475,0.360406101,0.11972025,0.118573532,0.135249764,0.349496067,0.219810784,0.148535743,0.441976577,-0.72684288,0.326347619,0.22779505,0.001045544,-0.103854999,1.479851127,-0.457723171,1.140640378,-0.22779505,14250,13348,1731,2499,0.181560278,0.27230823,-3248640,111,415,14
0.357968569,0.018748129,1817.529175,22.45837402,1839.987549,-0.41045481,133725.6875,-4.46E-05,0.303554028,103654.3516,2.717484951,1.397002339,1.564211369,0.641853631,0.021371191,900.2055664,7.870158672,12.86260986,-9.56E-05,1446.25,1624.199951,2191.600098,2483.333252,2928.769287,3248,3256.5,3471.083252,3159.333252,2236.333252,0.195462644,0.478974849,83.39440155,0.097722352,0.015144824,1563.247559,0.764573097,-0.226441979,1.515367389,0.16588527,0.147594109,0.173143536,0.228523105,0.336962402,0.327085406,0.233557686,0.191763178,-0.679691613,0.152661815,0.014873924,-0.008664128,-0.061320849,1.400448084,-0.212581918,1.319847703,-0.014873924,14246,13409,2059,2651,0.125690028,0.188515022,-2788320,111,415,15.3
